"CrimeType","DateTime","CaseNumber","Description","PoliceBeat","Address","City","State"
"BURGLARY","2018-03-10 13:15:00","18-012524","BURGLARY-NO FORCE","02X","1100 8TH ST","Oakland","CA"
"DRUGS/ALCOHOL VIOLATIONS","2018-03-11 15:21:00","18-012653","POSSESS MARIJUANA/HASHISH","33X","1300 87TH AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-11 15:28:00","18-012655","VEHICLE THEFT - AUTO","22Y","3500 MONTEREY BLVD","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-11 13:00:00","18-012665","VEHICLE THEFT - AUTO","25Y","7700 MOUNTAIN BLVD","Oakland","CA"
"ASSAULT","2018-03-11 16:35:00","18-012667","BATTERY","03X","1200 BROADWAY","Oakland","CA"
"BURGLARY","2018-03-12 03:36:00","18-012776","BURGLARY-FORCIBLE ENTRY","25Y","12200 SKYLINE BLVD","Oakland","CA"
"ROBBERY","2018-03-12 10:15:00","18-012779","ROBBERY-FIREARM","34X","1600 94TH AV","Oakland","CA"
"ASSAULT","2018-03-25 09:50:00","18-015057","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","25X","4800 DAISY ST","Oakland","CA"
"THEFT/LARCENY","2018-03-25 09:30:00","18-015058","RECEIVE/ETC KNOWN STOLEN PROPERTY","31Y","200 WISTAR RD","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-12 12:45:00","18-012813","VEHICLE THEFT - AUTO","32X","1200 100TH AV","Oakland","CA"
"ASSAULT","2018-03-10 17:00:00","18-012815","BATTERY","27X","5100 FOOTHILL BLVD","Oakland","CA"
"BURGLARY","2018-03-09 17:30:00","18-012816","BURGLARY-FORCIBLE ENTRY","04X","500 21ST ST","Oakland","CA"
"BURGLARY","2018-03-12 09:30:00","18-012821","BURGLARY-FORCIBLE ENTRY","33X","9600 D ST","Oakland","CA"
"ASSAULT","2018-03-12 21:09:00","18-012881","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","30Y","2700 PARKER AV","Oakland","CA"
"VANDALISM","2018-03-12 19:43:00","18-012882","VANDALISM:DAMAGE PROPERTY","26X","4700 TIDEWATER AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-09 17:00:00","18-012883","VEHICLE THEFT - AUTO","10X","900 STANFORD AV","Oakland","CA"
"THEFT/LARCENY","2018-03-09 22:00:00","18-012884","THEFT","17X","600 E 20TH ST","Oakland","CA"
"THEFT/LARCENY","2018-03-12 15:00:00","18-012886","THEFT:PERSONAL PROPERTY","18Y","1700 E 22ND ST","Oakland","CA"
"ASSAULT","2018-03-12 20:41:00","18-012887","BATTERY","26Y","5700 INTERNATIONAL BLVD","Oakland","CA"
"VANDALISM","2018-03-10 16:40:00","18-012526","VANDALISM","35X","8200 MACARTHUR BLVD","Oakland","CA"
"ASSAULT","2018-03-10 17:36:00","18-012530","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","14X","100 ORANGE ST","Oakland","CA"
"ASSAULT","2018-03-10 00:05:00","18-012532","BATTERY","08X","2200 TELEGRAPH AV","Oakland","CA"
"VANDALISM","2018-03-10 12:00:00","18-012533","VANDALISM","02Y","1600 7TH ST","Oakland","CA"
"ASSAULT","2018-03-10 16:30:00","18-012525","SHOOT AT INHABITED DWELLING/VEHICLE/ETC","23X","3300 E 17TH ST","Oakland","CA"
"ROBBERY","2018-03-10 17:52:00","18-012536","ROBBERY-FIREARM","29X","6000 CAMDEN ST","Oakland","CA"
"VANDALISM","2018-03-25 01:00:00","18-015025","VANDALISM","18Y","2000 E 22ND ST","Oakland","CA"
"THEFT/LARCENY","2018-05-07 21:15:00","18-022996","BURGLARY-AUTO","12X","4600 TELEGRAPH AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-05-07 21:00:00","18-022997","VEHICLE THEFT - AUTO","18Y","2100 E 28TH ST","Oakland","CA"
"ASSAULT","2018-05-07 13:00:00","18-022998","THREAT CRIME:INT:TERRORIZE","02X","1100 MAGNOLIA ST","Oakland","CA"
"ASSAULT","2018-05-07 22:30:00","18-022999","EXHIBIT FIREARM","05X","16TH ST & MYRTLE ST","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-25 01:00:00","18-015029","VEHICLE THEFT - AUTO","23X","1600 33RD AV","Oakland","CA"
"BURGLARY","2018-03-13 00:30:00","18-012928","BURGLARY-FORCIBLE ENTRY","31Y","500 85TH AV","Oakland","CA"
"VANDALISM","2018-03-12 20:00:00","18-012935","VANDALISM-$400+","24Y","2600 38TH AV","Oakland","CA"
"ASSAULT","2018-03-12 16:50:00","18-012855","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","30X","7600 LOCKWOOD ST","Oakland","CA"
"FRAUD","2018-03-12 17:06:00","18-012856","GET CREDIT/ETC OTHER'S ID","02X","1100 POPLAR ST","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-12 23:05:00","18-012938","VEHICLE THEFT - AUTO","24X","2000 36TH AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-12 15:30:00","18-012939","VEHICLE THEFT - AUTO","34X","1400 89TH AV","Oakland","CA"
"VANDALISM","2018-03-09 18:00:00","18-012903","VANDALISM [$1,000 TO UNDER $5,000] (AMENDED)","32X","10000 C ST","Oakland","CA"
"DUI","2018-03-13 00:22:00","18-012907","DUI ALCOHOL/DRUGS","26X","5300 INTERNATIONAL BLVD","Oakland","CA"
"THEFT/LARCENY","2018-03-13 21:19:00","18-013081","BURGLARY-AUTO","04X","21ST ST & FRANKLIN ST","Oakland","CA"
"BURGLARY","2018-03-12 22:00:00","18-013083","BURGLARY-NO FORCE","09X","200 41ST ST","Oakland","CA"
"ASSAULT","2018-03-04 14:00:00","18-012347","BATTERY","35X","8800 THERMAL ST","Oakland","CA"
"ROBBERY","2018-03-13 20:40:00","18-013086","ROBBERY-KNIFE OR CUTTING INSTRUMENT","15X","1800 LAKESHORE AV","Oakland","CA"
"ASSAULT","2018-05-02 14:30:00","18-022002","BATTERY","09X","GILBERT ST & JOHN ST","Oakland","CA"
"ROBBERY","2018-03-10 13:12:00","18-012543","ROBBERY/INHABITED DWELLING - KNIFE OR CUTTING INSTRUMENT","04X","1500 JACKSON ST","Oakland","CA"
"THEFT/LARCENY","2018-03-10 15:45:00","18-012542","BURGLARY-AUTO","22X","3400 FRUITVALE AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-10 18:05:00","18-012546","VEHICLE THEFT - AUTO","08X","2900 BROADWAY","Oakland","CA"
"ASSAULT","2018-03-10 19:14:00","18-012548","BATTERY","08X","3900 OPAL ST","Oakland","CA"
"THEFT/LARCENY","2018-05-07 16:30:00","18-022992","BURGLARY-AUTO","17X","1200 E 19TH ST","Oakland","CA"
"ROBBERY","2018-05-02 00:30:00","18-021876","ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)","23X","1600 FRUITVALE AV","Oakland","CA"
"VANDALISM","2018-05-02 00:30:00","18-021877","VANDALISM","33X","1100 98TH AV","Oakland","CA"
"BURGLARY","2018-05-02 00:10:00","18-021878","BURGLARY-FORCIBLE ENTRY","06X","600 26TH ST","Oakland","CA"
"ASSAULT","2018-05-02 01:00:00","18-021883","FORCE/ADW-OTHER DANGEROUS WEAPON:GBI","04X","100 14TH ST","Oakland","CA"
"THEFT/LARCENY","2018-03-09 12:00:00","18-012782","THEFT","03Y","400 7TH ST","Oakland","CA"
"WEAPONS","2018-05-02 05:00:00","18-020956","ILLEGALLY POSSESS ANY ASSUALT WEAPON","99X","1200 OAK HAVEN WAY","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-13 09:00:00","18-012940","VEHICLE THEFT - AUTO","32X","1300 106TH AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-12 20:30:00","18-012943","VEHICLE THEFT - AUTO","16Y","4000 CANON AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-12 12:00:00","18-012825","VEHICLE THEFT - AUTO","33X","9200 INTERNATIONAL BLVD","Oakland","CA"
"VANDALISM","2018-03-12 14:10:00","18-012830","VANDALISM","27X","2400 MONTICELLO AV","Oakland","CA"
"ASSAULT","2018-03-25 10:34:00","18-015060","BATTERY","04X","300 20TH ST","Oakland","CA"
"ROBBERY","2018-03-25 11:49:00","18-015073","ROBBERY-OTHER DANGEROUS WEAPON","08X","3400 TELEGRAPH AV","Oakland","CA"
"ASSAULT","2018-03-13 22:24:00","18-013087","INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT","29X","6200 MONADNOCK WY","Oakland","CA"
"THEFT/LARCENY","2018-03-13 19:00:00","18-012916","GRAND THEFT","29X","6800 OUTLOOK AV","Oakland","CA"
"ASSAULT","2018-03-11 19:55:00","18-013088","FORCE/ADW-OTHER DANGEROUS WEAPON:GBI","06X","3800 MARTIN LUTHER KING JR W","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-13 03:53:00","18-012919","VEHICLE THEFT - AUTO","22Y","2900 JOAQUIN MILLER RD","Oakland","CA"
"ASSAULT","2018-03-25 16:56:00","18-015116","BATTERY","26X","5400 COLISEUM WY","Oakland","CA"
"ASSAULT","2018-03-13 00:30:00","18-012912","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","77X","1800 16TH ST","Oakland","CA"
"DISTURBING THE PEACE","2018-03-10 19:00:00","18-012550","DISTURB THE PEACE","02Y","1400 7TH ST","Oakland","CA"
"ROBBERY","2018-03-10 16:40:00","18-012621","ROBBERY-FIREARM","23X","E 17TH ST & 33RD AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-09 00:00:00","18-012553","VEHICLE THEFT - AUTO","30X","1400 74TH AV","Oakland","CA"
"THEFT/LARCENY","2018-03-10 00:00:00","18-012658","BURGLARY-AUTO","06X","900 BROCKHURST ST","Oakland","CA"
"ROBBERY","2018-03-10 20:22:00","18-012659","ROBBERY-FIREARM","35X","88TH AV & HILLSIDE ST","Oakland","CA"
"ASSAULT","2018-02-13 17:00:00","18-008129","BATTERY","02X","1000 MANDELA PKWY","Oakland","CA"
"DISTURBING THE PEACE","2018-02-26 07:00:00","18-011170","DISTURB THE PEACE","18Y","2800 21ST AV","Oakland","CA"
"THEFT/LARCENY","2018-03-12 10:38:00","18-012786","THEFT","08X","2400 TELEGRAPH AV","Oakland","CA"
"ASSAULT","2018-03-12 10:15:00","18-012790","FORCE/ADW-OTHER DANGEROUS WEAPON:GBI","34X","1800 96TH AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-02-16 17:00:00","18-010668","VEHICLE THEFT - OTHER VEHICLES","02X","500 CHESTNUT ST","Oakland","CA"
"ASSAULT","2018-05-02 05:50:00","18-021895","FORCE/ADW-OTHER DANGEROUS WEAPON:GBI","22Y","3100 BUTTERS DR","Oakland","CA"
"BURGLARY","2018-03-12 04:15:00","18-012793","BURGLARY-FORCIBLE ENTRY","13Z","6200 LA SALLE AV","Oakland","CA"
"BURGLARY","2018-03-25 12:11:00","18-015076","BURGLARY-NO FORCE","24X","3500 CUSTER ST","Oakland","CA"
"ASSAULT","2018-03-25 08:00:00","18-015077","INFLICT CRPL INJ SP/COHAB","31Y","85TH AV & EDES AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-25 01:15:00","18-015078","SC STOLEN VEHICLE - AUTO","27Y","2100 SEMINARY AV","Oakland","CA"
"DISTURBING THE PEACE","2018-05-02 06:38:00","18-021920","DISTURB THE PEACE","07X","2300 SAN PABLO AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-25 00:01:00","18-015079","VEHICLE THEFT - AUTO","07X","1400 32ND ST","Oakland","CA"
"THEFT/LARCENY","2018-03-24 19:00:00","18-015083","THEFT:PERSONAL PROPERTY","27X","1900 51ST AV","Oakland","CA"
"ASSAULT","2018-03-25 17:18:00","18-015118","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","29X","6700 FOOTHILL BLVD","Oakland","CA"
"ASSAULT","2018-05-02 15:50:00","18-021984","SHOOT AT INHABITED DWELLING/VEHICLE/ETC","02X","900 8TH ST","Oakland","CA"
"ARSON","2018-03-13 11:50:00","18-012921","MAL SET/ETC FIRE PROP/ETC","26X","700 KEVIN CT","Oakland","CA"
"ASSAULT","2018-03-13 04:25:00","18-012922","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","32X","1500 105TH AV","Oakland","CA"
"ASSAULT","2018-03-06 10:49:00","18-012452","CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE","27Y","6000 INTERNATIONAL BLVD","Oakland","CA"
"DISTURBING THE PEACE","2018-05-02 15:35:00","18-021985","DISTURB THE PEACE","03X","300 8TH ST","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-11 00:00:00","18-012661","VEHICLE THEFT - AUTO","30Y","8100 UTAH ST","Oakland","CA"
"ASSAULT","2018-03-11 15:31:00","18-012660","THREAT CRIME:INT:TERRORIZE","07X","3500 MAGNOLIA ST","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-11 15:55:00","18-012664","VEHICLE THEFT - AUTO","06X","2700 WEST ST","Oakland","CA"
"ASSAULT","2018-05-02 17:30:00","18-022004","FORCE/ADW-OTHER DANGEROUS WEAPON:GBI","34X","84TH AV & INTERNATIONAL BLVD","Oakland","CA"
"THEFT/LARCENY","2018-05-02 18:05:00","18-022005","GRAND THEFT","23X","3300 E 12TH ST","Oakland","CA"
"ASSAULT","2018-05-02 17:00:00","18-022008","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","17Y","2700 PARK BLVD","Oakland","CA"
"THEFT/LARCENY","2018-02-26 00:00:00","18-011535","THEFT","32Y","2500 99TH AV","Oakland","CA"
"THEFT/LARCENY","2018-03-14 16:20:00","18-013341","GRAND THEFT","03X","300 9TH ST","Oakland","CA"
"DISTURBING THE PEACE","2018-03-15 11:11:00","18-013342","DISTURB THE PEACE","15X","2800 LAKESHORE AV","Oakland","CA"
"WEAPONS","2018-03-15 13:15:00","18-013400","PROHIBITED POSSESS AMMUNITION OR RELOADED AMMUNITION","27X","1400 44TH AV","Oakland","CA"
"VANDALISM","2018-03-15 13:15:00","18-013405","VANDALISM","16X","3200 LAKESHORE AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-12 04:00:00","18-013406","VEHICLE THEFT - AUTO","28X","6200 SEMINARY AV","Oakland","CA"
"ASSAULT","2018-05-07 23:21:00","18-023004","WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER","20X","1400 MILLER AV","Oakland","CA"
"THEFT/LARCENY","2018-03-15 13:44:00","18-013435","BURGLARY-AUTO","15X","300 E 18TH ST","Oakland","CA"
"ASSAULT","2018-03-26 16:28:00","18-015306","BATTERY","04X","2200 TELEGRAPH AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-14 14:30:00","18-013436","VEHICLE THEFT - AUTO","02Y","1400 5TH ST","Oakland","CA"
"ASSAULT","2018-04-17 14:00:00","18-019270","EXHIBIT DEADLY WEAPON OTHER THAN FIREARM","25X","4000 KANSAS ST","Oakland","CA"
"THEFT/LARCENY","2018-03-15 15:00:00","18-013438","BURGLARY-AUTO","22X","3500 FRUITVALE AV","Oakland","CA"
"THEFT/LARCENY","2018-03-13 23:00:00","18-013544","THEFT:PERSONAL PROPERTY","27X","2500 HIGH ST","Oakland","CA"
"VANDALISM","2018-03-21 19:00:00","18-014641","VANDALISM:DEFACE PROPERTY","27X","2400 MONTICELLO AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-05-08 01:20:00","18-023020","VEHICLE THEFT - AUTO","32X","900 BLENHEIM ST","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-05-07 14:24:00","18-023022","VEHICLE THEFT - AUTO","26Y","1300 60TH AV","Oakland","CA"
"THEFT/LARCENY","2018-03-22 08:15:00","18-014643","BURGLARY-AUTO","08X","3700 BROADWAY","Oakland","CA"
"ASSAULT","2018-05-08 02:22:00","18-023023","BATTERY","24X","2100 42ND AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-01 19:00:00","18-011332","VEHICLE THEFT - AUTO","12Y","400 59TH ST","Oakland","CA"
"VANDALISM","2018-03-14 07:37:00","18-013141","BUY/SELL/POSSESS VEHICLE WITH ALTERED NUMBER","24X","3800 CARRINGTON ST","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-13 17:00:00","18-013142","VEHICLE THEFT - AUTO","24X","2100 35TH AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-08 08:30:00","18-012799","VEHICLE THEFT - AUTO","12Y","5900 KEITH AV","Oakland","CA"
"ROBBERY","2018-03-26 20:08:00","18-015352","ROBBERY-FIREARM","21Y","2400 FRUITVALE AV","Oakland","CA"
"ROBBERY","2018-03-26 20:36:00","18-015354","ROBBERY-FIREARM","06X","600 23RD ST","Oakland","CA"
"ASSAULT","2018-03-15 10:20:00","18-013355","ADW WITH FORCE: POSSIBLE GBI","09X","3800 HOWE ST","Oakland","CA"
"BURGLARY","2018-03-17 19:35:00","18-014572","BURGLARY-FORCIBLE ENTRY","08X","2900 WEBSTER ST","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-02-14 10:00:00","18-008141","VEHICLE THEFT - OTHER VEHICLES","07X","2200 CAMPBELL ST","Oakland","CA"
"ASSAULT","2018-03-25 18:36:00","18-015128","BATTERY","04X","300 LAKESIDE DR","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-22 11:45:00","18-014577","VEHICLE THEFT - AUTO","08X","2600 HARRISON ST","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-21 15:30:00","18-014576","VEHICLE THEFT - AUTO","30X","1600 81ST AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-14 22:30:00","18-013440","VEHICLE THEFT - AUTO","32Y","10700 MACARTHUR BLVD","Oakland","CA"
"VANDALISM","2018-03-15 16:46:00","18-013444","VANDALISM (AMENDED)","04X","600 21ST ST","Oakland","CA"
"ASSAULT","2018-03-15 17:00:00","18-013447","FORCE/ADW-OTHER DANGEROUS WEAPON:GBI","12X","45TH ST & TELEGRAPH AV","Oakland","CA"
"ASSAULT","2018-03-15 16:41:00","18-013448","CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE","19X","1100 E 12TH ST","Oakland","CA"
"ASSAULT","2018-03-15 17:14:00","18-013449","SHOOT AT UNOCCUPIED DWELLING/VEHICLE/ETC","34X","9700 SUNNYSIDE ST","Oakland","CA"
"DRUGS/ALCOHOL VIOLATIONS","2018-03-15 17:45:00","18-013450","POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA","21X","2100 MITCHELL ST","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-20 08:00:00","18-014644","VEHICLE THEFT - AUTO","10X","1100 54TH ST","Oakland","CA"
"DRUGS/ALCOHOL VIOLATIONS","2018-03-26 16:15:00","18-015309","POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA","14X","GRAND AV & PERKINS ST","Oakland","CA"
"THEFT/LARCENY","2018-03-15 21:00:00","18-013563","THEFT","20X","3000 FORD ST","Oakland","CA"
"THEFT/LARCENY","2018-03-22 21:00:00","18-014652","THEFT","32Y","10700 MACARTHUR BLVD","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-24 16:00:00","18-015308","VEHICLE THEFT - AUTO","17X","600 E 17TH ST","Oakland","CA"
"THEFT/LARCENY","2018-02-11 17:00:00","18-008135","BURGLARY-AUTO","32X","10400 ROYAL ANN ST","Oakland","CA"
"BURGLARY","2018-03-09 10:00:00","18-013150","BURGLARY-NO FORCE","14Y","3100 LAKESHORE AV","Oakland","CA"
"ASSAULT","2018-03-13 16:45:00","18-013155","THREAT CRIME:INT:TERRORIZE","30X","7600 LOCKWOOD ST","Oakland","CA"
"ASSAULT","2018-03-14 09:30:00","18-013156","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","21X","2600 E 27TH ST","Oakland","CA"
"THEFT/LARCENY","2018-03-05 02:00:00","18-012812","THEFT","33X","9400 B ST","Oakland","CA"
"ASSAULT","2018-03-14 17:07:00","18-013249","THREAT CRIME:INT:TERRORIZE","26Y","6800 LION WY","Oakland","CA"
"DRUGS/ALCOHOL VIOLATIONS","2018-03-14 18:23:00","18-013250","POSSESS MARIJUANA/HASHISH FOR SALE","33X","8600 G ST","Oakland","CA"
"THEFT/LARCENY","2018-03-23 00:00:00","18-015133","THEFT","21X","2400 E 22ND ST","Oakland","CA"
"ASSAULT","2018-03-25 20:42:00","18-015144","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","18Y","19TH AV & WALLACE ST","Oakland","CA"
"ASSAULT","2018-03-25 20:56:00","18-015147","THREAT CRIME:INT:TERRORIZE","26X","1000 HIGH ST","Oakland","CA"
"ASSAULT","2018-05-02 00:45:00","18-022102","FORCE/ADW-OTHER DANGEROUS WEAPON:GBI","28X","2900 COURTLAND AV","Oakland","CA"
"DUI","2018-03-25 20:50:00","18-015148","DUI ALCOHOL/DRUGS","21Y","2800 FRUITVALE AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-25 15:00:00","18-015149","VEHICLE THEFT - AUTO","23X","1500 33RD AV","Oakland","CA"
"THEFT/LARCENY","2018-03-14 11:00:00","18-013458","THEFT","17X","11TH AV & FOOTHILL BLVD","Oakland","CA"
"ASSAULT","2018-03-15 19:25:00","18-013466","BATTERY","03X","800 FRANKLIN ST","Oakland","CA"
"ASSAULT","2018-03-15 20:30:00","18-013471","BATTERY","10Y","800 45TH ST","Oakland","CA"
"ASSAULT","2018-03-15 19:52:00","18-013472","CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE","12Y","6000 COLBY ST","Oakland","CA"
"VANDALISM","2018-03-15 20:30:00","18-013473","VANDALISM (AMENDED)","06X","3100 WEST ST","Oakland","CA"
"VANDALISM","2018-03-15 21:03:00","18-013474","VANDALISM","13Z","8000 SHEPHERD CANYON RD","Oakland","CA"
"VANDALISM","2018-03-26 15:15:00","18-015311","VANDALISM","13Z","5600 ASCOT DR","Oakland","CA"
"THEFT/LARCENY","2018-03-25 21:00:00","18-015312","BURGLARY-AUTO","19X","900 LOOMIS CT","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-22 20:45:00","18-014692","VEHICLE THEFT - AUTO","20X","1400 DERBY AV","Oakland","CA"
"ASSAULT","2018-03-26 15:00:00","18-015316","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","31Y","500 98TH AV","Oakland","CA"
"ASSAULT","2018-03-26 16:58:00","18-015317","THREAT CRIME:INT:TERRORIZE","02Y","900 MANDELA PKWY","Oakland","CA"
"DISTURBING THE PEACE","2018-03-15 19:00:00","18-013581","DISTURB THE PEACE","12X","700 52ND ST","Oakland","CA"
"ASSAULT","2018-03-10 00:00:00","18-013177","CRUELTY TO ELDER/DEPENDANT ADULT:GBI/DEATH LIKELY","20X","3000 E 15TH ST","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-26 18:00:00","18-015355","VEHICLE THEFT - AUTO","03X","00 10TH ST","Oakland","CA"
"DRUGS/ALCOHOL VIOLATIONS","2018-03-14 12:58:00","18-013189","POSSESS/PURCHASE FOR SALE NARCOTIC/CONTROLLED SUBSTANCE","30Y","2700 78TH AV","Oakland","CA"
"ASSAULT","2018-03-26 20:57:00","18-015358","BATTERY","29X","7200 MACARTHUR BLVD","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-14 14:21:00","18-013192","VEHICLE THEFT - AUTO","06X","3600 MARTIN LUTHER KING JR W","Oakland","CA"
"THEFT/LARCENY","2018-03-14 13:22:00","18-013191","BURGLARY-AUTO","77X","2600 CAMPBELL ST","Oakland","CA"
"DISTURBING THE PEACE","2018-03-22 11:45:00","18-014578","DISTURB THE PEACE","30Y","2600 73RD AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-25 19:20:00","18-015151","VEHICLE THEFT - AUTO","08X","2800 BROADWAY","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-25 08:00:00","18-015152","VEHICLE THEFT - AUTO","25X","4600 KAPHAN AV","Oakland","CA"
"ROBBERY","2018-03-25 21:15:00","18-015153","ROBBERY-FIREARM","25X","3600 MAYBELLE AV","Oakland","CA"
"ASSAULT","2018-03-25 17:00:00","18-015157","CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE","21Y","3200 E 27TH ST","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-20 16:00:00","18-014582","VEHICLE THEFT - AUTO","11X","500 59TH ST","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-05-05 08:00:00","18-023024","VEHICLE THEFT - AUTO","27Y","1400 61ST AV","Oakland","CA"
"ROBBERY","2018-03-26 21:02:00","18-015361","ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)","16X","3200 LAKESHORE AV","Oakland","CA"
"THEFT/LARCENY","2018-03-25 09:00:00","18-015362","THEFT","23X","800 33RD AV","Oakland","CA"
"VANDALISM","2018-03-26 07:30:00","18-015323","VANDALISM","05Y","W GRAND AV & WOOD ST","Oakland","CA"
"ROBBERY","2018-03-26 17:57:00","18-015324","ROBBERY-FIREARM","32Y","9800 BIRCH ST","Oakland","CA"
"ASSAULT","2018-05-08 03:28:00","18-023025","WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER","10Y","700 45TH ST","Oakland","CA"
"BURGLARY","2018-03-13 18:00:00","18-013582","BURGLARY-NO FORCE","24X","2200 SANTA RITA ST","Oakland","CA"
"VANDALISM","2018-03-22 16:30:00","18-014743","VANDALISM","26X","E 12TH ST & 46TH AV","Oakland","CA"
"VANDALISM","2018-03-26 16:00:00","18-015318","VANDALISM-$400","27Y","2100 SEMINARY AV","Oakland","CA"
"ASSAULT","2018-03-22 11:10:00","18-014745","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","03Y","400 7TH ST","Oakland","CA"
"DISTURBING THE PEACE","2018-03-18 23:03:00","18-014747","DISTURB THE PEACE","23X","3200 INTERNATIONAL BLVD","Oakland","CA"
"THEFT/LARCENY","2018-03-17 12:30:00","18-014748","GRAND THEFT","28X","3400 HIGH ST","Oakland","CA"
"ASSAULT","2018-03-26 18:00:00","18-015326","BATTERY","34X","94TH AV & OLIVE ST","Oakland","CA"
"THEFT/LARCENY","2018-03-14 13:20:00","18-013195","BURGLARY-AUTO","03Y","1000 BROADWAY","Oakland","CA"
"DISTURBING THE PEACE","2018-03-26 18:35:00","18-015328","DISTURB THE PEACE","11X","6100 SHATTUCK AV","Oakland","CA"
"VANDALISM","2018-03-21 22:00:00","18-014551","VANDALISM","24Y","2900 35TH AV","Oakland","CA"
"THEFT/LARCENY","2018-03-20 12:00:00","18-014559","THEFT","22Y","3000 MACARTHUR BLVD","Oakland","CA"
"ASSAULT","2018-03-23 21:35:00","18-015332","BATTERY","04X","17TH ST & MADISON ST","Oakland","CA"
"DUI","2018-03-25 20:42:00","18-015158","DUI ALCOHOL/DRUGS","18Y","2200 19TH AV","Oakland","CA"
"ASSAULT","2018-03-26 14:00:00","18-015280","FORCE/ADW-OTHER DANGEROUS WEAPON:GBI","08X","500 31ST ST","Oakland","CA"
"VANDALISM","2018-03-26 14:29:00","18-015282","BUY/SELL/POSSESS VEHICLE WITH ALTERED NUMBER","31Y","600 85TH AV","Oakland","CA"
"ASSAULT","2018-03-25 23:15:00","18-015186","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","02X","800 UNION ST","Oakland","CA"
"ASSAULT","2018-03-26 02:58:00","18-015187","INFLICT CRPL INJ SP/COHAB","33X","1200 84TH AV","Oakland","CA"
